"id","title","description","eventDate","eventTime","location","category","price","maxCapacity","poolCapacity","registrationDeadline","poolsAssigned","notificationSent","reminder2Sent","createdAt","updatedAt"
"cm9faffd00001ih04xt1fjtab","Zumba Blast Event","","2025-04-20T00:00:00.000Z","07:00 AM - 08:00 AM",,"cat_zumba",10,50,50,"2025-04-18T00:00:00.000Z",false,false,false,"2025-04-13T06:52:39.684Z","2025-04-13T06:52:39.684Z"
